"","acousticness","danceability","duration_ms","energy","instrumentalness","liveness","loudness","mode","speechiness","tempo","valence","key","time_signature","Class"
"106",0.0451,0.592,280615,0.701,0,0.327,-4.014,0,0.0858,129.501,0.282,10,4,"0"
"107",0.0441,0.9,124853,0.535,0.307,0.0774,-5.509,1,0.0652,136.045,0.496,1,4,"0"
"108",0.0165,0.653,199213,0.73,1.4e-06,0.0894,-8.018,1,0.0378,85.015,0.615,2,4,"0"
"109",0.245,0.695,244174,0.837,0,0.367,-5.617,0,0.281,115.067,0.639,1,4,"0"
"110",0.293,0.637,251707,0.862,0,0.217,-4.343,0,0.191,82.019,0.573,10,4,"0"
"111",0.196,0.578,261240,0.574,0,0.083,-6.209,1,0.0454,174.152,0.301,2,4,"0"
"112",0.014,0.639,253200,0.749,3.52e-05,0.154,-7.327,1,0.0297,113.033,0.648,6,4,"0"
"113",0.0665,0.485,211767,0.834,0,0.28,-5.413,1,0.0715,90.933,0.659,9,4,"0"
"114",0.156,0.652,304607,0.795,0,0.123,-5.192,0,0.174,135.018,0.788,11,4,"0"
"115",0.615,0.661,201000,0.373,0,0.177,-8.249,1,0.0505,91.5,0.523,5,4,"0"
"116",0.00909,0.71,172013,0.805,0,0.141,-5.471,1,0.0637,92.601,0.897,1,4,"0"
"117",0.017,0.627,247427,0.717,0,0.261,-5.751,0,0.0376,105.05,0.561,8,4,"0"
"118",0.083,0.503,184506,0.824,0,0.21,-4.039,1,0.0524,161.981,0.448,3,4,"0"
"119",0.0239,0.773,246240,0.747,8.23e-06,0.11,-4.061,1,0.0889,126.014,0.8,5,4,"0"
"120",0.0872,0.477,252307,0.647,0,0.119,-4.657,0,0.343,109.879,0.549,3,4,"0"
"121",0.0604,0.67,222041,0.838,0.000611,0.159,-4.031,1,0.0362,104.998,0.717,0,4,"0"
"122",0.0847,0.841,243837,0.728,0,0.149,-3.37,1,0.0484,130.049,0.43,7,4,"0"
"123",0.141,0.657,202221,0.739,0,0.178,-4.081,1,0.274,181.994,0.543,2,4,"0"
"124",0.0541,0.795,198944,0.568,0,0.108,-7.817,0,0.142,136.173,0.478,5,4,"0"
"125",0.0117,0.838,245387,0.771,0,0.0853,-3.791,1,0.244,175.957,0.405,1,4,"0"
"126",0.565,0.857,244973,0.517,0.000195,0.102,-6.972,1,0.0384,129.063,0.754,0,4,"0"
"127",0.0293,0.872,307773,0.723,0,0.327,-5.968,1,0.247,93.279,0.843,1,4,"0"
"128",0.07,0.923,181739,0.599,1.23e-06,0.0951,-4.888,1,0.238,138.024,0.667,6,4,"0"
"129",0.281,0.747,191033,0.553,0,0.117,-7.294,1,0.117,141.888,0.262,1,4,"0"
"130",0.111,0.439,177029,0.447,0,0.303,-8.318,0,0.0436,121.48,0.11,10,4,"0"
"131",0.00868,0.565,212647,0.849,4.68e-06,0.12,-3.516,0,0.0517,102.034,0.427,0,4,"0"
"132",0.246,0.795,259966,0.448,0,0.117,-7.989,1,0.0742,120.924,0.28,9,4,"0"
"133",0.187,0.92,255483,0.53,0,0.103,-7.399,0,0.341,123.968,0.363,4,4,"0"
"134",0.329,0.46,238960,0.832,0,0.127,-2.628,1,0.232,86.35,0.358,8,4,"0"
"135",0.0175,0.781,184110,0.764,0,0.102,-3.252,1,0.164,146.03,0.352,2,4,"0"
"136",0.0598,0.517,176933,0.93,0,0.35,-3.902,0,0.216,170.068,0.696,6,4,"0"
"137",0.665,0.515,227809,0.431,0,0.147,-8.251,1,0.257,141.392,0.184,4,4,"0"
"138",0.0609,0.647,201255,0.59,0,0.381,-9.931,1,0.247,92.275,0.415,6,4,"0"
"139",0.33,0.667,199179,0.709,3.74e-06,0.077,-7.018,0,0.105,101.975,0.233,9,4,"0"
"140",0.0153,0.636,244453,0.728,1.46e-06,0.154,-5.871,1,0.0999,107.986,0.384,9,4,"0"
"141",0.0962,0.747,245227,0.477,0,0.114,-11.062,0,0.276,93.44,0.321,10,4,"0"
"142",0.119,0.82,292910,0.696,0,0.231,-4.918,0,0.182,144.981,0.617,7,4,"0"
"143",0.00138,0.625,182000,0.855,0,0.357,-5.471,0,0.0389,124.977,0.668,1,4,"0"
"144",0.737,0.526,247555,0.406,0.000409,0.114,-10.323,1,0.103,119.388,0.174,0,4,"0"
"145",0.0118,0.576,202093,0.9,0,0.628,-2.879,0,0.124,75.046,0.75,5,4,"0"
"146",0.0411,0.927,196600,0.343,0,0.136,-9.371,0,0.547,93.018,0.403,0,4,"0"
"147",0.226,0.827,191720,0.702,5.04e-05,0.158,-7.264,1,0.267,130.02,0.694,6,4,"0"
"148",0.0411,0.615,223147,0.648,0,0.277,-3.792,0,0.22,169.912,0.26,5,4,"0"
"149",0.285,0.648,234240,0.559,0.103,0.116,-8.424,0,0.128,113.054,0.159,11,4,"0"
"150",0.0173,0.916,183695,0.571,1.11e-06,0.153,-8.241,0,0.2,103.521,0.498,10,4,"0"
"151",0.0188,0.654,178583,0.796,0,0.0948,-4.761,0,0.122,108.854,0.491,2,4,"0"
"152",0.445,0.661,180360,0.785,0.000266,0.0854,-5.623,1,0.0369,91.975,0.371,4,4,"0"
"153",0.0886,0.919,313573,0.519,0,0.135,-7.639,0,0.0902,112.991,0.326,6,4,"0"
"154",0.023,0.689,210573,0.791,0,0.0526,-5.194,0,0.053,95.04,0.755,0,4,"0"
"155",0.355,0.463,162480,0.499,0,0.0796,-7.435,0,0.338,100.823,0.604,8,4,"0"
"156",0.111,0.512,201533,0.545,0.00177,0.135,-10.154,1,0.0294,83.94,0.346,2,4,"0"
"157",0.603,0.609,228707,0.445,6.77e-06,0.104,-9.129,1,0.106,118.393,0.166,7,3,"0"
"158",0.142,0.714,135920,0.566,1.25e-06,0.57,-4.408,1,0.056,113.074,0.449,7,4,"0"
"159",0.159,0.332,201493,0.635,2.79e-06,0.0599,-5.653,1,0.0898,186.249,0.261,7,3,"0"
"160",0.00181,0.594,231860,0.946,1.04e-06,0.923,-3.408,1,0.126,110.024,0.665,8,4,"0"
"161",0.0284,0.514,200040,0.659,0,0.266,-6.142,1,0.0309,76.483,0.463,1,4,"0"
"162",0.234,0.604,221440,0.661,0,0.0951,-5.914,1,0.0375,107.016,0.506,0,4,"0"
"163",0.413,0.2,242480,0.698,1.69e-05,0.0925,-5.873,1,0.0399,89.998,0.132,7,4,"0"
"164",0.408,0.719,250973,0.615,0.000147,0.235,-5.972,1,0.045,96.988,0.465,6,4,"0"
"165",0.337,0.722,313547,0.331,0.283,0.146,-7.789,1,0.0725,143.974,0.102,8,4,"0"
"166",0.168,0.612,225693,0.468,0,0.112,-6.597,1,0.0314,146.026,0.165,7,4,"0"
"167",0.409,0.823,257547,0.411,0.00135,0.649,-7.061,1,0.0557,90.997,0.397,0,4,"0"
"168",0.929,0.469,281467,0.132,0,0.0873,-14.001,1,0.0807,67.011,0.36,10,3,"0"
"169",0.453,0.444,234910,0.557,0,0.152,-5.476,1,0.0602,115.058,0.296,0,4,"0"
"170",0.385,0.525,194187,0.685,0,0.0731,-3.954,0,0.0351,78.003,0.54,7,4,"0"
"171",0.0447,0.712,206903,0.799,6.4e-05,0.37,-4.564,0,0.0703,83.996,0.591,7,4,"0"
"172",0.0962,0.934,181240,0.694,1.2e-06,0.478,-5.849,0,0.101,123.829,0.835,11,4,"0"
"173",0.0019,0.457,215510,0.899,0,0.831,-2.591,0,0.132,147.268,0.298,10,4,"0"
"174",0.317,0.781,208973,0.588,0,0.0983,-5.348,0,0.0386,93.979,0.564,6,4,"0"
"175",0.00306,0.617,187480,0.843,0,0.0792,-3.593,1,0.028,105.974,0.897,11,4,"0"
"176",0.0144,0.895,227727,0.491,0.000988,0.143,-10.261,0,0.246,83.505,0.249,10,4,"0"
"177",0.281,0.652,236827,0.295,1.03e-05,0.0809,-11.045,1,0.0477,75.065,0.196,2,4,"0"
"178",0.0298,0.563,235652,0.414,0,0.0854,-11.409,1,0.37,193.549,0.446,0,4,"0"
"179",0.388,0.644,201422,0.601,0,0.0884,-5.097,0,0.0496,133.946,0.518,10,4,"0"
"180",0.805,0.398,253342,0.316,0,0.295,-7.031,1,0.0368,118.582,0.174,1,4,"0"
"181",0.592,0.588,242081,0.471,0.00146,0.0733,-7.287,1,0.0577,152.881,0.209,0,4,"0"
"182",0.326,0.616,190987,0.697,2.18e-05,0.0827,-5.952,1,0.0295,148.93,0.68,3,4,"0"
"183",0.0145,0.739,241400,0.472,7.27e-06,0.207,-11.204,1,0.156,80.03,0.289,1,4,"0"
"184",0.0457,0.529,199747,0.891,0,0.0942,-4.36,1,0.043,104.031,0.329,8,4,"0"
"185",0.0223,0.702,203760,0.635,0,0.283,-6.917,0,0.265,144.004,0.873,11,4,"0"
"186",0.356,0.524,254293,0.586,0,0.121,-5.431,1,0.0262,101.214,0.285,9,4,"0"
"187",0.00755,0.749,217907,0.881,7.81e-05,0.0974,-5.446,0,0.0449,120.034,0.337,10,4,"0"
"188",0.0149,0.921,191252,0.467,0.000238,0.334,-8.443,1,0.119,135.995,0.287,1,4,"0"
"189",0.00986,0.658,323747,0.592,4.21e-06,0.377,-5.203,0,0.0318,114.058,0.323,11,4,"0"
"190",0.124,0.863,236293,0.576,0,0.143,-5.687,0,0.239,132.054,0.832,5,4,"0"
"191",0.178,0.585,179347,0.655,0,0.0842,-8.151,1,0.12,159.96,0.574,5,4,"0"
"192",0.0786,0.724,200813,0.904,0,0.226,-3.354,0,0.0966,90.999,0.846,8,4,"0"
"193",0.226,0.575,193333,0.844,0,0.0538,-1.772,0,0.0633,87.007,0.542,3,4,"0"
"194",0.695,0.543,314075,0.394,0.000239,0.108,-9.637,1,0.0864,137.811,0.118,8,4,"0"
"195",0.782,0.567,249191,0.388,0.000309,0.248,-9.579,0,0.0384,116.362,0.452,9,4,"0"
"196",0.67,0.544,184516,0.552,4.57e-05,0.415,-7.45,1,0.0991,159.738,0.554,9,3,"0"
"197",0.0485,0.746,174933,0.846,0,0.195,-2.432,1,0.048,114.955,0.403,9,4,"0"
"198",0.42,0.466,307151,0.548,1.01e-06,0.113,-9.362,0,0.118,89.815,0.423,5,4,"0"
"199",0.0542,0.779,153429,0.455,0,0.177,-15.025,1,0.28,140.181,0.197,1,4,"0"
"200",0.0657,0.44,237984,0.666,0,0.197,-4.82,0,0.193,82.922,0.544,1,4,"0"
"201",0.163,0.209,295533,0.418,0.00195,0.113,-8.74,1,0.0338,138.265,0.123,3,4,"0"
"202",0.133,0.558,231813,0.801,0,0.392,-5.795,1,0.131,105.006,0.831,7,4,"0"
"203",0.234,0.795,209453,0.482,3.99e-06,0.104,-8.995,1,0.22,132.985,0.0602,11,4,"0"
"204",0.0489,0.567,194507,0.839,0,0.103,-4.048,0,0.0698,160.062,0.903,6,4,"0"
"205",0.161,0.634,188053,0.78,0,0.112,-4.928,1,0.0477,101.066,0.93,8,4,"0"
"206",0.0282,0.671,189127,0.916,0.00762,0.24,-4.014,0,0.0397,126.01,0.803,6,4,"0"
"207",0.0628,0.626,233827,0.831,0,0.0799,-5.69,1,0.0481,100.009,0.304,7,4,"0"
"208",0.804,0.568,260533,0.293,1.26e-05,0.107,-10.253,1,0.0313,147.175,0.247,1,4,"0"
"209",0.0661,0.557,202347,0.676,0,0.0871,-4.457,1,0.027,108.016,0.678,7,4,"0"
"210",0.254,0.397,354320,0.396,0,0.268,-9.91,1,0.05,142.913,0.227,3,4,"0"
"211",0.062,0.536,191942,0.721,0,0.824,-6.44,0,0.386,117.139,0.393,10,5,"0"
"212",0.00566,0.479,178027,0.86,0,0.168,-4.318,1,0.0347,80.018,0.743,0,4,"0"
"213",0.0133,0.639,233173,0.71,0,0.118,-7.445,1,0.0275,119.989,0.378,1,4,"0"
"214",0.125,0.546,278613,0.805,9.27e-06,0.148,-4.251,1,0.0348,77.029,0.387,0,4,"0"
"215",0.133,0.694,201122,0.712,0,0.211,-3.923,0,0.046,98.022,0.799,7,4,"0"
"216",0.106,0.413,281980,0.928,0,0.331,-3.671,1,0.321,83.203,0.469,9,4,"0"
"217",0.00338,0.553,243933,0.936,1.35e-06,0.102,-5.015,1,0.11,144.884,0.412,9,4,"0"
"218",0.0995,0.346,169773,0.7,0,0.253,-6.407,0,0.0504,100.768,0.351,10,4,"0"
"219",0.329,0.833,149080,0.673,0,0.136,-6.981,0,0.315,148.019,0.753,1,4,"0"
"220",0.212,0.921,215373,0.373,0,0.105,-11.513,1,0.328,125.981,0.179,6,4,"0"
"221",0.129,0.596,177292,0.935,0,0.108,-2.794,0,0.0855,130.029,0.678,6,4,"0"
"222",0.965,0.71,275280,0.0565,0,0.0889,-15.099,1,0.0534,123.994,0.348,7,4,"0"
"223",0.00312,0.583,213428,0.732,9.86e-06,0.269,-5.728,0,0.0457,145.992,0.276,11,4,"0"
"224",0.0901,0.828,216093,0.777,0,0.0973,-3.356,1,0.0513,120.04,0.867,7,4,"0"
"225",0.00589,0.63,193893,0.74,1.53e-06,0.248,-4.786,0,0.0381,87.01,0.3,5,4,"0"
"226",0.00538,0.773,162365,0.706,0.0148,0.0208,-5.709,1,0.0999,160.912,0.693,0,4,"0"
"227",0.00172,0.542,203347,0.905,0.0104,0.136,-5.653,1,0.054,153.398,0.374,9,4,"0"
"228",0.613,0.664,160097,0.573,0.000363,0.0857,-6.519,1,0.0277,76.023,0.566,5,4,"0"
"229",0.463,0.731,165387,0.469,1.04e-06,0.103,-7.226,1,0.0326,98.963,0.631,5,4,"0"
"230",0.242,0.865,242407,0.687,0,0.158,-3.744,0,0.217,139.023,0.486,10,4,"0"
"231",0.0188,0.812,220680,0.384,0,0.373,-8.414,1,0.145,82.141,0.53,7,4,"0"
"232",0,0,73887,2.01e-05,0,0,-15.776,1,0,0,0,5,0,"0"
"233",0.356,0.613,220413,0.667,1.29e-05,0.111,-6.874,0,0.029,130.023,0.481,1,4,"0"
"234",0.00575,0.502,235613,0.966,1.56e-06,0.117,-3.876,1,0.0946,159.948,0.638,0,4,"0"
"235",0.198,0.736,227707,0.964,2.32e-06,0.336,-2.147,1,0.129,179.935,0.953,0,4,"0"
"236",0.135,0.875,222600,0.673,0,0.292,-4.184,1,0.0932,130,0.231,7,4,"0"
"237",0.192,0.715,238320,0.703,0,0.113,-3.825,1,0.0503,119.749,0.596,5,4,"0"
"238",0.0183,0.741,188493,0.627,0,0.0909,-4.816,0,0.0894,108.016,0.708,1,4,"0"
"239",0.468,0.322,248467,0.28,1.1e-06,0.102,-9.367,0,0.0281,85.794,0.175,6,4,"0"
"240",0.0157,0.576,223265,0.807,0,0.0338,-4.602,1,0.0454,158.002,0.765,2,4,"0"
"241",0.0235,0.835,189853,0.436,0,0.635,-9.602,1,0.176,133.942,0.234,0,3,"0"
"242",0.0244,0.789,209413,0.608,0,0.368,-8.288,1,0.189,129.958,0.271,7,4,"0"
"243",0.0581,0.772,218947,0.701,0.00159,0.106,-6.605,0,0.0724,159.954,0.69,0,4,"0"
"244",0.00427,0.762,232093,0.666,0,0.127,-6.055,1,0.0916,118.97,0.278,0,4,"0"
"245",0.000937,0.616,218947,0.893,0,0.111,-3.588,1,0.0375,111.959,0.567,11,4,"0"
"246",0.00201,0.711,220427,0.441,2.59e-06,0.08,-9.516,1,0.466,145.198,0.115,1,4,"0"
"247",0.0269,0.704,196853,0.604,0,0.0835,-4.865,1,0.0308,115.48,0.478,1,4,"0"
"248",0.0661,0.695,334253,0.777,0,0.874,-2.452,0,0.0817,135.01,0.36,6,4,"0"
"249",0.0722,0.7,302000,0.742,0.0199,0.11,-6.777,0,0.0716,91.959,0.197,5,4,"0"
"250",0.157,0.895,240000,0.681,0,0.189,-5.267,0,0.358,121.918,0.554,7,4,"0"
"251",0.693,0.349,257360,0.486,1.73e-06,0.122,-7.232,1,0.0289,101.053,0.158,11,3,"0"
"252",0.485,0.373,260667,0.356,0,0.165,-9.049,1,0.0454,94.612,0.258,10,3,"0"
"253",0.000171,0.494,182720,0.885,0,0.114,-5.725,1,0.0326,75.992,0.471,10,4,"0"
"254",0.273,0.618,253080,0.812,0,0.0734,-4.758,0,0.0483,95.093,0.868,3,4,"0"
"255",0.108,0.53,194613,0.433,0,0.135,-10.598,1,0.185,160.14,0.274,6,4,"0"
"256",0.000598,0.573,197120,0.635,0,0.0845,-6.621,1,0.0275,144.031,0.447,7,4,"0"
"257",0.321,0.667,171250,0.492,0,0.0744,-8.612,1,0.03,95.976,0.796,8,4,"0"
